Unit ID,Condition,Persona,Story,Source unit,Atom,Atomic text,Argument label,AM label,Statement type,AM evidence,AM reason,In validation sample,Human reviewed,Human review label,Human corrected evidence/reason
C-B-08-004-01,C,B,8,4,1,"Whether it was reading a book, enjoying a walk, or connecting with a friend, these moments are important.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-B-08-005-01,C,B,8,5,1,Checking in with yourself about how these activities felt can reveal whether they fulfilled their purpose.,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-B-08-006-01,C,B,8,6,1,Did they lift your spirits or provide a sense of accomplishment?,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-B-08-007-01,C,B,8,7,1,"Knowing what worked well can guide your choices in the future.As you move forward, consider what you learned from this past week.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
C-B-08-008-01,C,B,8,8,1,Reflecting on your experiences can help shape your plans and priorities.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-B-08-009-01,C,B,8,9,1,"Remember, it’s all about finding what resonates with you and nurturing those interests as you go along.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-B-08-010-01,C,B,8,10,1,Each small step is worth celebrating.,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-01-001-01,C,C,1,1,1,Imagine a week ahead filled with small moments that bring joy and energy.,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-01-002-01,C,C,1,2,1,"Each day can offer opportunities to connect with nature, enjoy a favorite hobby, or share a meal with someone special.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-01-003-01,C,C,1,3,1,"These simple activities can create a sense of purpose and happiness, making each day feel brighter.Consider starting your mornings with a gentle walk outside.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-01-004-01,C,C,1,4,1,The fresh air and sunlight can lift your spirits and energize you for the day.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,no activities specified 
C-C-01-005-01,C,C,1,5,1,"You might also set aside time for a hobby you love, whether it’s reading, gardening, or crafting.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-01-006-01,C,C,1,6,1,Engaging in activities that bring you joy can help you feel more fulfilled.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-01-007-01,C,C,1,7,1,"Connecting with friends or family, even through a phone call, can also add warmth to your days.As the week unfolds, take a moment to reflect on how these small changes make you feel.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
C-C-01-008-01,C,C,1,8,1,Notice the little joys and the energy they bring.,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-01-009-01,C,C,1,9,1,"Embracing these moments can lead to a happier, more vibrant week ahead.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-02-001-01,C,C,2,1,1,Imagine a week filled with small moments that bring joy and energy to your days.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-02-002-01,C,C,2,2,1,"Each morning, as the sun rises, you can take a moment to appreciate the warmth of its light.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-02-003-01,C,C,2,3,1,"You might start your day with a gentle stretch, inviting relaxation into your body.",Not assessed,GROUNDED,Recommendation,Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery
C-C-02-004-01,C,C,2,4,1,"Let the peacefulness of the morning fill you, setting a positive tone for what lies ahead.As the week unfolds, consider simple activities that bring you satisfaction.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-02-005-01,C,C,2,5,1,Perhaps a stroll in the fresh air can awaken your senses and lift your spirits.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,flowery english
C-C-02-006-01,C,C,2,6,1,You could also explore a hobby or reconnect with an old interest.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-02-007-01,C,C,2,7,1,"Engaging with a friend or family member, even through a phone call, can add a sense of connection and warmth.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-02-008-01,C,C,2,8,1,"Each day offers a chance to notice the beauty around you, whether it's a blooming flower or a favorite song on the radio.Reflect on how these small choices can create a brighter week.",Not assessed,GROUNDED,Personal factual assertion,Listening to music: frequency every other day; importance 4/5; fun 4/5; motivation recovery/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
C-C-02-009-01,C,C,2,9,1,"Embrace the little victories, knowing that each moment of joy adds to your overall wellbeing.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-02-010-01,C,C,2,10,1,"Just by being open to happiness, you can find energy and contentment in the days ahead.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-03-001-01,C,C,3,1,1,"This week, you can focus on recovery and finding a balance between activity and rest.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-03-002-01,C,C,3,2,1,It’s important to listen to your body and give yourself the time you need to recharge.,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-03-003-01,C,C,3,3,1,Each day presents an opportunity to engage in gentle activities while also allowing for moments of relaxation.,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,Yes,Yes,UNSUPPORTED,no evidence
C-C-03-004-01,C,C,3,4,1,"You might start your mornings with light stretching or a short walk, enjoying the fresh air and the sounds around you.",Not assessed,GROUNDED,Recommendation,Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,No,No,,
C-C-03-005-01,C,C,3,5,1,"After some activity, take time to rest, perhaps with a book or a favorite hobby.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,Yes,Yes,NOT_APPLICABLE,No persona-checkable assertion
C-C-03-006-01,C,C,3,6,1,This balance helps your body recover and can improve your overall mood.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-03-007-01,C,C,3,7,1,"Consider setting small goals for each day, like spending a little time outdoors or connecting with a friend, while also scheduling quiet moments to reflect and relax.As the week progresses, pay attention to how you feel.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-03-008-01,C,C,3,8,1,Notice the benefits of balancing movement with rest.,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-03-009-01,C,C,3,9,1,This approach can help you feel more energized and content.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-03-010-01,C,C,3,10,1,"Remember, taking care of yourself is a journey, and each small step counts.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-04-001-01,C,C,4,1,1,"As the week begins, you may find yourself welcoming a new focus on recovery and balance in your daily activities.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-04-002-01,C,C,4,2,1,Each day offers an opportunity to blend moments of gentle movement with intervals of restorative rest.,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-04-003-01,C,C,4,3,1,"This approach can help nurture both your body and mind, allowing you to feel refreshed and energized as the days unfold.You might start each morning with a short, mindful stretch or a leisurely walk, tuning into how your body feels and what it needs.",Not assessed,GROUNDED,Recommendation,Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,No,No,,
C-C-04-004-01,C,C,4,4,1,"Following this, taking time to relax with a favorite book or listening to soft music can provide a sense of calm and rejuvenation.",Not assessed,GROUNDED,Personal factual assertion,Listening to music: frequency every other day; importance 4/5; fun 4/5; motivation recovery/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
C-C-04-005-01,C,C,4,5,1,"Throughout the week, consider balancing those active moments with quiet pauses, whether through a brief meditation or enjoying a warm cup of tea in a cozy spot.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-04-006-01,C,C,4,6,1,"Each activity and rest period invites you to pay attention to your well-being and embrace the rhythm of your day.Reflecting on this week, you may find that the harmony between activity and rest brings a sense of ease and satisfaction.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-04-007-01,C,C,4,7,1,"Embracing this balance can lead to brighter moments each day, encouraging a deeper connection to yourself and your surroundings.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,NOT_APPLICABLE,too flowery with no evidence
C-C-04-008-01,C,C,4,8,1,"Remember, taking time for recovery is a gift you give to yourself.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
C-C-05-001-01,C,C,5,1,1,Reflecting on the past week can bring a sense of clarity and understanding about what truly matters to you.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-05-002-01,C,C,5,2,1,"The activities you engaged in, whether big or small, often hold significance in shaping your days.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-05-003-01,C,C,5,3,1,"Taking a moment to consider these experiences can help you appreciate their value.Every activity, from a simple walk in the park to a phone call with a friend, contributes to your overall sense of wellbeing.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-05-004-01,C,C,5,4,1,"These moments can provide joy, connection, and a sense of purpose.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-05-005-01,C,C,5,5,1,"Even routine tasks can be meaningful, as they create structure and familiarity in your life.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-05-006-01,C,C,5,6,1,Think about how these activities made you feel and what they brought to your week.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-05-007-01,C,C,5,7,1,"Recognizing their importance can enhance your appreciation for daily life.As you reflect, consider what activities brought you happiness or peace.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-05-008-01,C,C,5,8,1,This reflection can guide you in choosing how to spend your time in the coming days.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-05-009-01,C,C,5,9,1,Embracing meaningful moments can enrich your life and help you stay connected to what you value most.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,NOT_APPLICABLE,Generic advice
C-C-06-001-01,C,C,6,1,1,Reflecting on the past week can offer valuable insights into your daily life and the significance of your activities.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-06-002-01,C,C,6,2,1,"Each moment spent doing something, whether big or small, contributes to your overall sense of purpose.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-06-003-01,C,C,6,3,1,Taking a moment to consider what you did can help highlight the importance of those experiences and how they made you feel.Many activities hold meaning beyond their surface appearance.,Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-06-004-01,C,C,6,4,1,"Perhaps you enjoyed a leisurely walk outdoors, relishing the fresh air and sights around you.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-06-005-01,C,C,6,5,1,"Or maybe you spent time connecting with a friend, sharing stories that brought a smile to your face.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-06-006-01,C,C,6,6,1,"These moments, while simple, can nourish your spirit and enhance your sense of belonging.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-06-007-01,C,C,6,7,1,"Each hour spent engaging with the world around you can lead to feelings of fulfillment and joy.As you look back, think about what brought you happiness or peace.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-06-008-01,C,C,6,8,1,Recognizing these moments can guide you in choosing future activities that resonate with you.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,no supporting activity in persona
C-C-06-009-01,C,C,6,9,1,Embracing what matters most can lead to a more enriching and enjoyable week ahead.,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,Yes,Yes,NOT_APPLICABLE,No persona-checkable assertion
C-C-07-001-01,C,C,7,1,1,Reflecting on the past week can bring clarity and insight.,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-07-002-01,C,C,7,2,1,It’s a good time to think about the activities you engaged in and whether they met your intentions.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-07-003-01,C,C,7,3,1,"Each day offers opportunities to connect, learn, or simply enjoy the moment, and recognizing how these activities aligned with your goals can be rewarding.Consider the reasons behind your choices.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
C-C-07-004-01,C,C,7,4,1,"Did you seek social interaction, physical movement, or perhaps a moment of peace?",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-07-005-01,C,C,7,5,1,It’s common for plans to shift or for some activities to feel more fulfilling than others.,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-07-006-01,C,C,7,6,1,Acknowledging what worked well and what didn’t can help you understand your needs better.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-07-007-01,C,C,7,7,1,"This reflection can guide you in planning future activities that resonate more deeply with you.As you think about the week, remember that every experience contributes to your journey.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-07-008-01,C,C,7,8,1,"Whether you fulfilled your intentions or not, each moment holds value.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,Hallucinated or made up
C-C-07-009-01,C,C,7,9,1,Embrace the lessons learned and consider how you might approach the coming days with renewed focus and intention.,Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-08-001-01,C,C,8,1,1,Reflecting on the past week can bring a sense of clarity about the activities you chose to pursue.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-08-002-01,C,C,8,2,1,Each day offered its own opportunities and challenges,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-C-08-002-02,C,C,8,2,2,it's helpful to consider whether your reasons for engaging in those activities were met.,Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-08-003-01,C,C,8,3,1,"Taking a moment to think back can deepen your appreciation for the time spent.Many people approach their week with intentions, whether to stay active, connect with others, or find moments of joy.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,NOT_APPLICABLE,too long
C-C-08-004-01,C,C,8,4,1,"As you think about the activities you took part in, consider how they aligned with your goals.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-08-005-01,C,C,8,5,1,Did you find satisfaction in the time spent outdoors?,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-08-006-01,C,C,8,6,1,Were your conversations meaningful?,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
C-C-08-007-01,C,C,8,7,1,"It's valuable to recognize how each action contributed to your overall sense of well-being, even if some days felt more productive than others.In reflecting on your week, consider what brought you joy and what may have felt less fulfilling.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-08-008-01,C,C,8,8,1,"This process can help you plan for the days ahead, allowing you to embrace activities that resonate with your heart.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-C-08-009-01,C,C,8,9,1,"Every week is a new chance to cultivate happiness and connection, guiding you toward what truly matters.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-01-001-01,C,D,1,1,1,Imagine a week ahead filled with small moments of joy and energy.,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-D-01-002-01,C,D,1,2,1,"Each day can bring opportunities to connect with nature, enjoy a good book, or share a meal with a friend.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-D-01-003-01,C,D,1,3,1,These simple activities can lift your spirits and create a sense of purpose.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-01-004-01,C,D,1,4,1,"Taking time to notice the little things, like the warmth of the sun or the sound of laughter, can make each day feel brighter.Consider starting your mornings with a gentle stretch or a short walk.",Not assessed,GROUNDED,Recommendation,Short outdoor walks: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy,Exact/profile-linked cue; verify scope and added details.,No,No,,
C-D-01-005-01,C,D,1,5,1,"This can help awaken your body and mind, setting a positive tone for the day.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
C-D-01-006-01,C,D,1,6,1,"You might also explore new hobbies or revisit old ones, whether it’s gardening, painting, or cooking a favorite recipe.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-01-007-01,C,D,1,7,1,Engaging in activities that bring you joy can spark creativity and provide a sense of accomplishment.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-01-008-01,C,D,1,8,1,"Connecting with others, even through a phone call or a letter, can strengthen bonds and bring warmth to your days.As the week unfolds, take a moment each evening to reflect on what brought you happiness.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,NOT_APPLICABLE,too long
C-D-01-009-01,C,D,1,9,1,Acknowledging these moments can help you appreciate the beauty in everyday life.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-01-010-01,C,D,1,10,1,Embracing this mindset can lead to a more fulfilling and energizing week ahead.,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-D-02-001-01,C,D,2,1,1,Imagine a week where each day brings a little more joy and energy into your life.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-02-002-01,C,D,2,2,1,A week can be a wonderful opportunity to embrace simple pleasures and discover new routines that uplift your spirit.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
